city,No,Kota,Eksperimen,MAE,RMSE,MSE,MAPE(%),R2,LAGS,ROLLS,Train_Time,CV_Gap
Kota_Serang,2,Kota Serang,lag1_roll30,56.3219,92.7362,8599.998,0.29,0.9744,[1],[30],00:00:04,30
Kota_Serang,3,Kota Serang,lag7_roll30,57.6334,93.6094,8762.7136,0.3,0.974,"[1, 7]",[30],00:00:04,30
Kota_Serang,4,Kota Serang,lag1_roll7,60.7444,99.6781,9935.7304,0.32,0.9705,[1],[7],00:00:04,7
Kota_Serang,5,Kota Serang,lag30_roll7,73.0849,106.3412,11308.4554,0.38,0.9664,"[1, 30]",[7],00:00:04,30
Kota_Serang,6,Kota Serang,lag30,74.3644,106.8387,11414.5033,0.39,0.9661,"[1, 30]",[],00:00:05,30
Kota_Serang,7,Kota Serang,lag14_roll7,72.807,109.2757,11941.1882,0.38,0.9645,"[1, 14]",[7],00:00:04,14
Kota_Serang,8,Kota Serang,lag14,71.8808,109.9726,12093.9703,0.37,0.9641,"[1, 14]",[],00:00:04,14
Kota_Serang,9,Kota Serang,lag30_roll30,76.418,111.5014,12432.5609,0.4,0.9631,"[1, 30]",[30],00:00:05,30
Kota_Serang,10,Kota Serang,lag7,153.7197,193.5047,37444.0533,0.8,0.8887,"[1, 7]",[],00:00:04,7
Kota_Serang,11,Kota Serang,lag7_roll7,154.8074,194.6647,37894.3371,0.8,0.8874,"[1, 7]",[7],00:00:04,7
Kota_Serang,12,Kota Serang,lag1,160.2497,199.3297,39732.3475,0.83,0.8819,[1],[],00:00:04,1
Kota_Sibolga,1,Kota Sibolga,lag1,125.275,149.2607,22278.7647,0.64,0.9739,[1],[],00:00:04,1
Kota_Sibolga,2,Kota Sibolga,lag30_roll7,112.3555,156.8415,24599.2679,0.59,0.9712,"[1, 30]",[7],00:00:05,30
Kota_Sibolga,3,Kota Sibolga,lag30_roll30,115.6601,164.4288,27036.8321,0.61,0.9683,"[1, 30]",[30],00:00:05,30
Kota_Sibolga,4,Kota Sibolga,lag30,124.9324,167.0275,27898.1861,0.65,0.9673,"[1, 30]",[],00:00:04,30
Kota_Sibolga,5,Kota Sibolga,lag7_roll7,158.3575,184.3616,33989.1936,0.82,0.9602,"[1, 7]",[7],00:00:04,7
Kota_Sibolga,6,Kota Sibolga,lag14_roll7,152.8248,193.237,37340.519,0.79,0.9562,"[1, 14]",[7],00:00:04,14
Kota_Sibolga,7,Kota Sibolga,lag1_roll30,142.1002,196.6119,38656.24,0.74,0.9547,[1],[30],00:00:05,30
Kota_Sibolga,8,Kota Sibolga,lag7_roll30,142.7959,197.1182,38855.5661,0.74,0.9545,"[1, 7]",[30],00:00:05,30
Kota_Sibolga,9,Kota Sibolga,lag14_roll30,147.9782,203.4813,41404.6519,0.77,0.9515,"[1, 14]",[30],00:00:05,30
Kota_Sibolga,10,Kota Sibolga,lag14,173.6637,204.4386,41795.1332,0.9,0.951,"[1, 14]",[],00:00:04,14
Kota_Sibolga,11,Kota Sibolga,lag1_roll7,223.6937,242.1731,58647.8092,1.15,0.9313,[1],[7],00:00:05,7
Kota_Sibolga,12,Kota Sibolga,lag7,233.2406,245.8778,60455.8953,1.2,0.9291,"[1, 7]",[],00:00:05,7
Kota_Singkawang,1,Kota Singkawang,lag30_roll7,45.5873,59.9004,3588.0591,0.24,0.9885,"[1, 30]",[7],00:00:05,30
Kota_Singkawang,2,Kota Singkawang,lag30,48.4097,62.611,3920.1317,0.25,0.9875,"[1, 30]",[],00:00:05,30
Kota_Singkawang,3,Kota Singkawang,lag30_roll30,48.2797,62.4754,3903.1813,0.25,0.9875,"[1, 30]",[30],00:00:04,30
Kota_Singkawang,4,Kota Singkawang,lag14_roll7,49.8759,65.1435,4243.6795,0.26,0.9864,"[1, 14]",[7],00:00:04,14
Kota_Singkawang,5,Kota Singkawang,lag7_roll30,51.2062,66.194,4381.6459,0.27,0.986,"[1, 7]",[30],00:00:05,30
Kota_Singkawang,6,Kota Singkawang,lag1_roll30,53.6777,69.0697,4770.6227,0.28,0.9847,[1],[30],00:00:04,30
Kota_Singkawang,7,Kota Singkawang,lag7_roll7,46.9836,70.0036,4900.5041,0.25,0.9843,"[1, 7]",[7],00:00:05,7
Kota_Singkawang,8,Kota Singkawang,lag14_roll30,54.0908,70.1222,4917.1178,0.28,0.9843,"[1, 14]",[30],00:00:05,30
Kota_Singkawang,9,Kota Singkawang,lag7,61.6375,86.4284,7469.8636,0.32,0.9761,"[1, 7]",[],00:00:05,7
Kota_Singkawang,10,Kota Singkawang,lag14,79.7709,96.1689,9248.4502,0.42,0.9704,"[1, 14]",[],00:00:05,14
Kota_Singkawang,11,Kota Singkawang,lag1,81.189,100.0209,10004.1792,0.43,0.968,[1],[],00:00:05,1
Kota_Singkawang,12,Kota Singkawang,lag1_roll7,82.3632,102.1668,10438.049,0.43,0.9666,[1],[7],00:00:04,7
Kota_Sorong,1,Kota Sorong,lag7,105.4108,211.626,44785.5527,0.46,0.9152,"[1, 7]",[],00:00:05,7
Kota_Sorong,2,Kota Sorong,lag7_roll7,96.5708,213.3332,45511.0488,0.42,0.9138,"[1, 7]",[7],00:00:05,7
Kota_Sorong,3,Kota Sorong,lag30_roll30,115.1655,213.7048,45669.7612,0.5,0.9135,"[1, 30]",[30],00:00:04,30
Kota_Sorong,4,Kota Sorong,lag30,115.3198,214.2288,45893.9731,0.5,0.9131,"[1, 30]",[],00:00:03,30
Kota_Sorong,5,Kota Sorong,lag30_roll7,117.759,215.5923,46480.0463,0.51,0.912,"[1, 30]",[7],00:00:04,30
Kota_Sorong,6,Kota Sorong,lag14,99.9406,216.0357,46671.443,0.43,0.9116,"[1, 14]",[],00:00:04,14
Kota_Sorong,7,Kota Sorong,lag7_roll30,122.8713,216.977,47079.0136,0.53,0.9109,"[1, 7]",[30],00:00:05,30
Kota_Sorong,8,Kota Sorong,lag14_roll7,107.378,217.3121,47224.5444,0.46,0.9106,"[1, 14]",[7],00:00:05,14
Kota_Sorong,9,Kota Sorong,lag1_roll7,117.2096,219.3765,48126.0648,0.51,0.9089,[1],[7],00:00:04,7
Kota_Sorong,10,Kota Sorong,lag1,115.0591,221.365,49002.4826,0.5,0.9072,[1],[],00:00:04,1
Kota_Sorong,11,Kota Sorong,lag1_roll30,133.433,222.2281,49385.3382,0.58,0.9065,[1],[30],00:00:05,30
Kota_Sorong,12,Kota Sorong,lag14_roll30,133.4274,222.2226,49382.8624,0.58,0.9065,"[1, 14]",[30],00:00:04,30
Kota_Sukabumi,1,Kota Sukabumi,lag7,91.2563,125.2041,15676.0598,0.46,0.9876,"[1, 7]",[],00:00:04,7
Kota_Sukabumi,2,Kota Sukabumi,lag30_roll30,102.6151,127.9491,16370.9651,0.52,0.987,"[1, 30]",[30],00:00:05,30
Kota_Sukabumi,3,Kota Sukabumi,lag30_roll7,99.8852,128.3685,16478.4846,0.51,0.9869,"[1, 30]",[7],00:00:05,30
Kota_Sukabumi,4,Kota Sukabumi,lag14_roll30,123.9758,145.2637,21101.5326,0.62,0.9833,"[1, 14]",[30],00:00:04,30
Kota_Sukabumi,5,Kota Sukabumi,lag30,122.126,145.8718,21278.5889,0.62,0.9831,"[1, 30]",[],00:00:05,30
Kota_Sukabumi,6,Kota Sukabumi,lag7_roll30,125.3224,146.3435,21416.4301,0.63,0.983,"[1, 7]",[30],00:00:04,30
Kota_Sukabumi,7,Kota Sukabumi,lag1_roll30,127.0602,148.1095,21936.4291,0.64,0.9826,[1],[30],00:00:04,30
Kota_Sukabumi,8,Kota Sukabumi,lag14,122.6974,177.4986,31505.7386,0.62,0.975,"[1, 14]",[],00:00:05,14
Kota_Sukabumi,9,Kota Sukabumi,lag14_roll7,123.7817,179.7847,32322.5223,0.63,0.9744,"[1, 14]",[7],00:00:05,14
Kota_Sukabumi,10,Kota Sukabumi,lag7_roll7,157.8489,183.4613,33658.0399,0.79,0.9733,"[1, 7]",[7],00:00:05,7
Kota_Sukabumi,11,Kota Sukabumi,lag1_roll7,132.8939,186.6772,34848.3747,0.68,0.9724,[1],[7],00:00:05,7
Kota_Sukabumi,12,Kota Sukabumi,lag1,343.8262,365.6126,133672.5369,1.72,0.894,[1],[],00:00:04,1
Kota_Sumenep,1,Kota Sumenep,lag1_roll7,92.2783,111.2381,12373.9048,0.47,0.9848,[1],[7],00:00:05,7
Kota_Sumenep,2,Kota Sumenep,lag1_roll30,123.9279,158.4033,25091.5998,0.62,0.9691,[1],[30],00:00:04,30
Kota_Sumenep,3,Kota Sumenep,lag7_roll30,135.5537,172.5253,29764.9626,0.68,0.9634,"[1, 7]",[30],00:00:05,30
Kota_Sumenep,4,Kota Sumenep,lag14_roll30,137.0081,174.5689,30474.2957,0.69,0.9625,"[1, 14]",[30],00:00:05,30
Kota_Sumenep,5,Kota Sumenep,lag30,127.1853,177.9785,31676.3396,0.64,0.961,"[1, 30]",[],00:00:04,30
Kota_Sumenep,6,Kota Sumenep,lag30_roll7,129.0786,179.7286,32302.3751,0.65,0.9603,"[1, 30]",[7],00:00:05,30
Kota_Sumenep,7,Kota Sumenep,lag30_roll30,131.2355,182.2426,33212.3755,0.66,0.9592,"[1, 30]",[30],00:00:04,30
Kota_Sumenep,8,Kota Sumenep,lag14_roll7,141.2685,195.9919,38412.812,0.71,0.9528,"[1, 14]",[7],00:00:04,14
Kota_Sumenep,9,Kota Sumenep,lag14,150.992,212.6442,45217.5715,0.76,0.9444,"[1, 14]",[],00:00:04,14
Kota_Sumenep,10,Kota Sumenep,lag7,181.6653,232.579,54093.0112,0.92,0.9335,"[1, 7]",[],00:00:05,7
Kota_Sumenep,11,Kota Sumenep,lag7_roll7,187.1977,237.2457,56285.5166,0.94,0.9308,"[1, 7]",[7],00:00:05,7
Kota_Sumenep,12,Kota Sumenep,lag1,231.0717,279.3881,78057.6838,1.17,0.904,[1],[],00:00:05,1
Kota_Surabaya,1,Kota Surabaya,lag1_roll30,46.0152,85.7445,7352.1181,0.23,0.9914,[1],[30],00:00:05,30
Kota_Surabaya,2,Kota Surabaya,lag7_roll30,44.8708,85.7508,7353.2072,0.23,0.9914,"[1, 7]",[30],00:00:05,30
Kota_Surabaya,3,Kota Surabaya,lag14,65.3395,94.7076,8969.5359,0.33,0.9895,"[1, 14]",[],00:00:05,14
Kota_Surabaya,4,Kota Surabaya,lag14_roll7,67.2232,95.386,9098.4948,0.34,0.9893,"[1, 14]",[7],00:00:05,14
Kota_Surabaya,5,Kota Surabaya,lag30_roll7,63.1592,98.3237,9667.5529,0.32,0.9887,"[1, 30]",[7],00:00:05,30
Kota_Surabaya,6,Kota Surabaya,lag1_roll7,71.8094,99.0235,9805.6551,0.36,0.9885,[1],[7],00:00:06,7
Kota_Surabaya,7,Kota Surabaya,lag14_roll30,66.8482,99.9275,9985.4957,0.33,0.9883,"[1, 14]",[30],00:00:05,30
Kota_Surabaya,8,Kota Surabaya,lag30_roll30,78.03,113.294,12835.5284,0.39,0.9849,"[1, 30]",[30],00:00:04,30
Kota_Surabaya,9,Kota Surabaya,lag30,90.1869,126.418,15981.5005,0.45,0.9813,"[1, 30]",[],00:00:05,30
Kota_Surabaya,10,Kota Surabaya,lag7_roll7,170.69,196.5984,38650.9154,0.86,0.9547,"[1, 7]",[7],00:00:06,7
Kota_Surabaya,11,Kota Surabaya,lag7,170.4837,196.8265,38740.6818,0.85,0.9546,"[1, 7]",[],00:00:05,7
Kota_Surabaya,12,Kota Surabaya,lag1,229.7646,279.7447,78257.1205,1.14,0.9082,[1],[],00:00:06,1
Kota_Surakarta_(Solo),1,Kota Surakarta (Solo),lag1_roll7,66.2206,89.3979,7991.9806,0.33,0.984,[1],[7],00:00:05,7
Kota_Surakarta_(Solo),2,Kota Surakarta (Solo),lag1_roll30,78.1668,103.7189,10757.6058,0.39,0.9784,[1],[30],00:00:05,30
Kota_Surakarta_(Solo),3,Kota Surakarta (Solo),lag14_roll30,78.3375,103.8911,10793.3677,0.39,0.9783,"[1, 14]",[30],00:00:05,30
Kota_Surakarta_(Solo),4,Kota Surakarta (Solo),lag7_roll30,77.2793,105.0422,11033.8606,0.39,0.9779,"[1, 7]",[30],00:00:05,30
Kota_Surakarta_(Solo),5,Kota Surakarta (Solo),lag7_roll7,88.6083,107.7777,11616.0234,0.45,0.9767,"[1, 7]",[7],00:00:04,7
Kota_Surakarta_(Solo),6,Kota Surakarta (Solo),lag7,89.1423,108.5711,11787.6785,0.45,0.9763,"[1, 7]",[],00:00:04,7
Kota_Surakarta_(Solo),7,Kota Surakarta (Solo),lag30_roll7,91.8289,118.1222,13952.8493,0.46,0.972,"[1, 30]",[7],00:00:05,30
Kota_Surakarta_(Solo),8,Kota Surakarta (Solo),lag30,93.4557,120.2848,14468.428,0.47,0.971,"[1, 30]",[],00:00:05,30
Kota_Surakarta_(Solo),9,Kota Surakarta (Solo),lag30_roll30,93.5441,120.39,14493.7567,0.47,0.9709,"[1, 30]",[30],00:00:05,30
Kota_Surakarta_(Solo),10,Kota Surakarta (Solo),lag14_roll7,107.0222,132.0699,17442.4649,0.53,0.965,"[1, 14]",[7],00:00:05,14
Kota_Surakarta_(Solo),11,Kota Surakarta (Solo),lag1,111.7633,139.2569,19392.4919,0.56,0.9611,[1],[],00:00:05,1
Kota_Surakarta_(Solo),12,Kota Surakarta (Solo),lag14,116.6534,148.7839,22136.6419,0.58,0.9556,"[1, 14]",[],00:00:04,14
Kota_Tanggerang,1,Kota Tanggerang,lag30_roll7,84.503,147.1458,21651.8993,0.44,0.8915,"[1, 30]",[7],00:00:05,30
Kota_Tanggerang,2,Kota Tanggerang,lag14_roll30,82.4647,148.3798,22016.5549,0.44,0.8897,"[1, 14]",[30],00:00:04,30
Kota_Tanggerang,3,Kota Tanggerang,lag30_roll30,86.6779,150.461,22638.5129,0.46,0.8866,"[1, 30]",[30],00:00:04,30
Kota_Tanggerang,4,Kota Tanggerang,lag30,89.6228,150.5661,22670.1571,0.47,0.8864,"[1, 30]",[],00:00:05,30
Kota_Tanggerang,5,Kota Tanggerang,lag7_roll7,88.9616,151.0679,22821.5045,0.47,0.8856,"[1, 7]",[7],00:00:05,7
Kota_Tanggerang,6,Kota Tanggerang,lag7,92.0827,152.4773,23249.3398,0.48,0.8835,"[1, 7]",[],00:00:04,7
Kota_Tanggerang,7,Kota Tanggerang,lag1,94.2326,155.6233,24218.6178,0.5,0.8786,[1],[],00:00:05,1
Kota_Tanggerang,8,Kota Tanggerang,lag14_roll7,101.456,160.3531,25713.1316,0.53,0.8711,"[1, 14]",[7],00:00:04,14
Kota_Tanggerang,9,Kota Tanggerang,lag1_roll7,110.8119,164.3295,27004.2009,0.58,0.8647,[1],[7],00:00:05,7
Kota_Tanggerang,10,Kota Tanggerang,lag7_roll30,105.9187,164.6856,27121.3458,0.56,0.8641,"[1, 7]",[30],00:00:04,30
Kota_Tanggerang,11,Kota Tanggerang,lag1_roll30,108.3661,166.5133,27726.6842,0.57,0.8611,[1],[30],00:00:04,30
Kota_Tanggerang,12,Kota Tanggerang,lag14,104.1312,166.6013,27755.9842,0.55,0.8609,"[1, 14]",[],00:00:04,14
Kota_Tanjung,1,Kota Tanjung,lag7_roll30,83.2124,117.2717,13752.662,0.43,0.9691,"[1, 7]",[30],00:00:04,30
Kota_Tanjung,2,Kota Tanjung,lag14_roll30,81.7592,117.3668,13774.9689,0.42,0.969,"[1, 14]",[30],00:00:04,30
Kota_Tanjung,3,Kota Tanjung,lag1_roll30,81.1093,117.5428,13816.3157,0.42,0.9689,[1],[30],00:00:04,30
Kota_Tanjung,4,Kota Tanjung,lag1_roll7,97.0577,126.5796,16022.3832,0.51,0.964,[1],[7],00:00:05,7
Kota_Tanjung,5,Kota Tanjung,lag14,98.163,130.1607,16941.8066,0.51,0.9619,"[1, 14]",[],00:00:05,14
Kota_Tanjung,6,Kota Tanjung,lag30,100.2829,131.8279,17378.5969,0.52,0.9609,"[1, 30]",[],00:00:05,30
Kota_Tanjung,7,Kota Tanjung,lag30_roll30,100.2829,131.8279,17378.5969,0.52,0.9609,"[1, 30]",[30],00:00:05,30
Kota_Tanjung,8,Kota Tanjung,lag1,100.0499,133.4,17795.554,0.52,0.96,[1],[],00:00:05,1
Kota_Tanjung,9,Kota Tanjung,lag7,100.8519,134.262,18026.2733,0.52,0.9594,"[1, 7]",[],00:00:05,7
Kota_Tanjung,10,Kota Tanjung,lag30_roll7,106.1502,139.3717,19424.4797,0.55,0.9563,"[1, 30]",[7],00:00:04,30
Kota_Tanjung,11,Kota Tanjung,lag7_roll7,106.0754,139.6164,19492.7398,0.55,0.9562,"[1, 7]",[7],00:00:04,7
Kota_Tanjung,12,Kota Tanjung,lag14_roll7,107.1208,140.5105,19743.1973,0.56,0.9556,"[1, 14]",[7],00:00:05,14
Kota_Tanjung_Pandan,1,Kota Tanjung Pandan,lag14_roll7,90.523,143.4565,20579.7788,0.52,0.9789,"[1, 14]",[7],00:00:04,14
Kota_Tanjung_Pandan,2,Kota Tanjung Pandan,lag14,91.7031,147.7764,21837.8553,0.53,0.9776,"[1, 14]",[],00:00:04,14
Kota_Tanjung_Pandan,3,Kota Tanjung Pandan,lag7,185.2305,230.1356,52962.3714,1.07,0.9457,"[1, 7]",[],00:00:04,7
Kota_Tanjung_Pandan,4,Kota Tanjung Pandan,lag1,191.1617,231.3081,53503.4236,1.09,0.9451,[1],[],00:00:04,1
Kota_Tanjung_Pandan,5,Kota Tanjung Pandan,lag7_roll7,188.0321,235.0098,55229.5979,1.08,0.9434,"[1, 7]",[7],00:00:04,7
Kota_Tanjung_Pandan,6,Kota Tanjung Pandan,lag30_roll7,236.7153,285.5381,81532.0326,1.34,0.9164,"[1, 30]",[7],00:00:04,30
Kota_Tanjung_Pandan,7,Kota Tanjung Pandan,lag30,236.9511,285.6089,81572.4357,1.34,0.9163,"[1, 30]",[],00:00:04,30
Kota_Tanjung_Pandan,8,Kota Tanjung Pandan,lag30_roll30,235.9206,286.2161,81919.649,1.33,0.916,"[1, 30]",[30],00:00:04,30
Kota_Tanjung_Pandan,9,Kota Tanjung Pandan,lag1_roll30,230.2027,289.347,83721.6831,1.3,0.9141,[1],[30],00:00:04,30
Kota_Tanjung_Pandan,10,Kota Tanjung Pandan,lag7_roll30,230.14,289.4263,83767.579,1.3,0.9141,"[1, 7]",[30],00:00:04,30
Kota_Tanjung_Pandan,11,Kota Tanjung Pandan,lag14_roll30,230.117,289.4494,83780.9564,1.3,0.9141,"[1, 14]",[30],00:00:04,30
Kota_Tanjung_Pandan,12,Kota Tanjung Pandan,lag1_roll7,255.1495,304.5241,92734.9172,1.44,0.9049,[1],[7],00:00:04,7
Kota_Tanjung_Pinang,1,Kota Tanjung Pinang,lag14_roll7,90.523,143.4565,20579.7788,0.52,0.9789,"[1, 14]",[7],00:00:04,14
Kota_Tanjung_Pinang,2,Kota Tanjung Pinang,lag14,91.7031,147.7764,21837.8553,0.53,0.9776,"[1, 14]",[],00:00:04,14
Kota_Tanjung_Pinang,3,Kota Tanjung Pinang,lag7,185.2305,230.1356,52962.3714,1.07,0.9457,"[1, 7]",[],00:00:04,7
Kota_Tanjung_Pinang,4,Kota Tanjung Pinang,lag1,191.1617,231.3081,53503.4236,1.09,0.9451,[1],[],00:00:04,1
Kota_Tanjung_Pinang,5,Kota Tanjung Pinang,lag7_roll7,188.0321,235.0098,55229.5979,1.08,0.9434,"[1, 7]",[7],00:00:04,7
Kota_Tanjung_Pinang,6,Kota Tanjung Pinang,lag30_roll7,236.7153,285.5381,81532.0326,1.34,0.9164,"[1, 30]",[7],00:00:04,30
Kota_Tanjung_Pinang,7,Kota Tanjung Pinang,lag30,236.9511,285.6089,81572.4357,1.34,0.9163,"[1, 30]",[],00:00:04,30
Kota_Tanjung_Pinang,8,Kota Tanjung Pinang,lag30_roll30,235.9206,286.2161,81919.649,1.33,0.916,"[1, 30]",[30],00:00:04,30
Kota_Tanjung_Pinang,9,Kota Tanjung Pinang,lag1_roll30,230.2027,289.347,83721.6831,1.3,0.9141,[1],[30],00:00:04,30
Kota_Tanjung_Pinang,10,Kota Tanjung Pinang,lag7_roll30,230.14,289.4263,83767.579,1.3,0.9141,"[1, 7]",[30],00:00:04,30
Kota_Tanjung_Pinang,11,Kota Tanjung Pinang,lag14_roll30,230.117,289.4494,83780.9564,1.3,0.9141,"[1, 14]",[30],00:00:04,30
Kota_Tanjung_Pinang,12,Kota Tanjung Pinang,lag1_roll7,255.1495,304.5241,92734.9172,1.44,0.9049,[1],[7],00:00:04,7
Kota_Tarakan,1,Kota Tarakan,lag1_roll30,48.524,71.0495,5048.0296,0.23,0.9647,[1],[30],00:00:05,30
Kota_Tarakan,2,Kota Tarakan,lag14_roll30,54.2242,75.6974,5730.0987,0.26,0.9599,"[1, 14]",[30],00:00:05,30
Kota_Tarakan,3,Kota Tarakan,lag7_roll30,56.8165,80.0977,6415.6474,0.27,0.9551,"[1, 7]",[30],00:00:05,30
Kota_Tarakan,4,Kota Tarakan,lag7,56.2245,86.4662,7476.4108,0.26,0.9477,"[1, 7]",[],00:00:04,7
Kota_Tarakan,5,Kota Tarakan,lag7_roll7,60.9989,88.3964,7813.9182,0.29,0.9453,"[1, 7]",[7],00:00:04,7
Kota_Tarakan,6,Kota Tarakan,lag30_roll30,75.336,95.9095,9198.6253,0.36,0.9357,"[1, 30]",[30],00:00:04,30
Kota_Tarakan,7,Kota Tarakan,lag30,74.0501,96.4628,9305.0733,0.35,0.9349,"[1, 30]",[],00:00:05,30
Kota_Tarakan,8,Kota Tarakan,lag1,73.2014,97.532,9512.4926,0.34,0.9335,[1],[],00:00:05,1
Kota_Tarakan,9,Kota Tarakan,lag1_roll7,69.9921,98.333,9669.3855,0.33,0.9324,[1],[7],00:00:05,7
Kota_Tarakan,10,Kota Tarakan,lag30_roll7,81.0056,111.9428,12531.19,0.38,0.9123,"[1, 30]",[7],00:00:05,30
Kota_Tarakan,11,Kota Tarakan,lag14_roll7,76.7129,115.3283,13300.61,0.36,0.907,"[1, 14]",[7],00:00:04,14
Kota_Tarakan,12,Kota Tarakan,lag14,90.3315,123.4426,15238.0657,0.43,0.8934,"[1, 14]",[],00:00:04,14
Kota_Tasikmalaya,1,Kota Tasikmalaya,lag14_roll30,104.6503,149.4708,22341.5296,0.52,0.9723,"[1, 14]",[30],00:00:05,30
Kota_Tasikmalaya,2,Kota Tasikmalaya,lag7_roll30,105.8757,154.9634,24013.6503,0.52,0.9703,"[1, 7]",[30],00:00:05,30
Kota_Tasikmalaya,3,Kota Tasikmalaya,lag1_roll30,106.2157,155.0712,24047.0743,0.52,0.9702,[1],[30],00:00:05,30
Kota_Tasikmalaya,4,Kota Tasikmalaya,lag30,111.4226,157.605,24839.3398,0.55,0.9692,"[1, 30]",[],00:00:04,30
Kota_Tasikmalaya,5,Kota Tasikmalaya,lag30_roll30,112.2597,159.4541,25425.611,0.55,0.9685,"[1, 30]",[30],00:00:04,30
Kota_Tasikmalaya,6,Kota Tasikmalaya,lag14,116.9214,169.926,28874.8577,0.58,0.9642,"[1, 14]",[],00:00:04,14
Kota_Tasikmalaya,7,Kota Tasikmalaya,lag30_roll7,123.1822,172.5488,29773.0863,0.6,0.9631,"[1, 30]",[7],00:00:05,30
Kota_Tasikmalaya,8,Kota Tasikmalaya,lag14_roll7,120.4688,173.3596,30053.5552,0.59,0.9628,"[1, 14]",[7],00:00:05,14
Kota_Tasikmalaya,9,Kota Tasikmalaya,lag7_roll7,122.8687,178.8725,31995.3819,0.61,0.9604,"[1, 7]",[7],00:00:05,7
Kota_Tasikmalaya,10,Kota Tasikmalaya,lag1_roll7,138.2552,185.9857,34590.697,0.68,0.9572,[1],[7],00:00:04,7
Kota_Tasikmalaya,11,Kota Tasikmalaya,lag1,182.0149,225.6924,50937.0764,0.9,0.9369,[1],[],00:00:04,1
Kota_Tasikmalaya,12,Kota Tasikmalaya,lag7,315.4443,351.1539,123309.0321,1.56,0.8473,"[1, 7]",[],00:00:04,7
Kota_Tembilahan,1,Kota Tembilahan,lag1_roll30,149.8427,242.0687,58597.2536,0.8,0.9709,[1],[30],00:00:04,30
Kota_Tembilahan,2,Kota Tembilahan,lag14_roll30,149.8427,242.0687,58597.2536,0.8,0.9709,"[1, 14]",[30],00:00:04,30
Kota_Tembilahan,3,Kota Tembilahan,lag7_roll30,154.2516,244.0664,59568.431,0.82,0.9704,"[1, 7]",[30],00:00:04,30
Kota_Tembilahan,4,Kota Tembilahan,lag1_roll7,214.3971,298.289,88976.3376,1.12,0.9558,[1],[7],00:00:04,7
Kota_Tembilahan,5,Kota Tembilahan,lag7,222.749,317.0612,100527.8074,1.17,0.9501,"[1, 7]",[],00:00:04,7
Kota_Tembilahan,6,Kota Tembilahan,lag14,248.736,330.0298,108919.6541,1.3,0.9459,"[1, 14]",[],00:00:04,14
Kota_Tembilahan,7,Kota Tembilahan,lag30_roll7,219.3052,345.0762,119077.6129,1.16,0.9408,"[1, 30]",[7],00:00:04,30
Kota_Tembilahan,8,Kota Tembilahan,lag30_roll30,234.3781,355.9077,126670.2779,1.24,0.9371,"[1, 30]",[30],00:00:04,30
Kota_Tembilahan,9,Kota Tembilahan,lag14_roll7,266.2907,356.4105,127028.4606,1.38,0.9369,"[1, 14]",[7],00:00:04,14
Kota_Tembilahan,10,Kota Tembilahan,lag30,236.3404,356.9732,127429.8621,1.25,0.9367,"[1, 30]",[],00:00:04,30
Kota_Tembilahan,11,Kota Tembilahan,lag7_roll7,280.3832,375.873,141280.4871,1.46,0.9298,"[1, 7]",[7],00:00:05,7
Kota_Tembilahan,12,Kota Tembilahan,lag1,236.0686,376.7781,141961.7446,1.25,0.9295,[1],[],00:00:04,1
Kota_Ternate,1,Kota Ternate,lag7_roll30,22.5659,50.6214,2562.5261,0.1,0.9858,"[1, 7]",[30],00:00:05,30
Kota_Ternate,2,Kota Ternate,lag30_roll30,18.4477,50.766,2577.1918,0.09,0.9857,"[1, 30]",[30],00:00:05,30
Kota_Ternate,3,Kota Ternate,lag1_roll30,22.9965,50.9225,2593.0963,0.11,0.9856,[1],[30],00:00:05,30
Kota_Ternate,4,Kota Ternate,lag14,23.1378,51.9155,2695.214,0.11,0.985,"[1, 14]",[],00:00:04,14
Kota_Ternate,5,Kota Ternate,lag14_roll7,23.1831,51.9228,2695.9759,0.11,0.985,"[1, 14]",[7],00:00:05,14
Kota_Ternate,6,Kota Ternate,lag14_roll30,24.2393,51.8638,2689.8544,0.11,0.985,"[1, 14]",[30],00:00:04,30
Kota_Ternate,7,Kota Ternate,lag1,38.2073,66.5066,4423.13,0.18,0.9754,[1],[],00:00:04,1
Kota_Ternate,8,Kota Ternate,lag7,38.2585,67.3304,4533.3886,0.18,0.9748,"[1, 7]",[],00:00:04,7
Kota_Ternate,9,Kota Ternate,lag7_roll7,38.4024,67.3711,4538.8706,0.18,0.9748,"[1, 7]",[7],00:00:04,7
Kota_Ternate,10,Kota Ternate,lag1_roll7,39.3858,68.5416,4697.9553,0.18,0.9739,[1],[7],00:00:04,7
Kota_Ternate,11,Kota Ternate,lag30_roll7,39.3642,68.546,4698.5554,0.18,0.9739,"[1, 30]",[7],00:00:05,30
Kota_Ternate,12,Kota Ternate,lag30,41.7473,70.8398,5018.2722,0.19,0.9721,"[1, 30]",[],00:00:04,30
Kota_Tual,1,Kota Tual,lag7_roll7,78.633,117.6872,13850.2811,0.34,0.9783,"[1, 7]",[7],00:00:05,7
Kota_Tual,2,Kota Tual,lag7_roll30,65.3246,121.8622,14850.402,0.28,0.9767,"[1, 7]",[30],00:00:05,30
Kota_Tual,3,Kota Tual,lag1_roll30,66.0075,122.1571,14922.3583,0.28,0.9766,[1],[30],00:00:05,30
Kota_Tual,4,Kota Tual,lag14_roll30,66.1699,122.2606,14947.6641,0.28,0.9765,"[1, 14]",[30],00:00:05,30
