city,No,Kota,Eksperimen,MAE,RMSE,MSE,MAPE(%),R2,LAGS,ROLLS,Train_Time,CV_Gap
Kota_Gunung_Sitoli,2,Kota Gunung Sitoli,lag30_roll7,127.2647,164.556,27078.666,0.56,0.9701,"[1, 30]",[7],00:00:03,30
Kota_Gunung_Sitoli,3,Kota Gunung Sitoli,lag30,146.6688,189.3509,35853.7716,0.65,0.9604,"[1, 30]",[],00:00:04,30
Kota_Gunung_Sitoli,4,Kota Gunung Sitoli,lag1_roll7,150.4259,194.236,37727.6396,0.66,0.9584,[1],[7],00:00:03,7
Kota_Gunung_Sitoli,5,Kota Gunung Sitoli,lag14_roll7,151.2459,197.1094,38852.1269,0.67,0.9571,"[1, 14]",[7],00:00:03,14
Kota_Gunung_Sitoli,6,Kota Gunung Sitoli,lag14,151.3871,197.9744,39193.8781,0.67,0.9567,"[1, 14]",[],00:00:03,14
Kota_Gunung_Sitoli,7,Kota Gunung Sitoli,lag7,242.2641,304.7817,92891.8601,1.07,0.8975,"[1, 7]",[],00:00:03,7
Kota_Gunung_Sitoli,8,Kota Gunung Sitoli,lag7_roll7,242.2641,304.7817,92891.8601,1.07,0.8975,"[1, 7]",[7],00:00:03,7
Kota_Gunung_Sitoli,9,Kota Gunung Sitoli,lag30_roll30,247.6282,312.6931,97776.9553,1.09,0.8921,"[1, 30]",[30],00:00:03,30
Kota_Gunung_Sitoli,10,Kota Gunung Sitoli,lag14_roll30,427.2711,498.1537,248157.1298,1.89,0.7261,"[1, 14]",[30],00:00:03,30
Kota_Gunung_Sitoli,11,Kota Gunung Sitoli,lag7_roll30,430.3497,502.0442,252048.3679,1.9,0.7218,"[1, 7]",[30],00:00:03,30
Kota_Gunung_Sitoli,12,Kota Gunung Sitoli,lag1_roll30,431.2911,503.2904,253301.2147,1.91,0.7204,[1],[30],00:00:03,30
Kota_Jakarta_Pusat,1,Kota Jakarta Pusat,lag14,56.6796,74.6707,5575.706,0.28,0.9903,"[1, 14]",[],00:00:05,14
Kota_Jakarta_Pusat,2,Kota Jakarta Pusat,lag30,58.395,80.7613,6522.3955,0.28,0.9887,"[1, 30]",[],00:00:04,30
Kota_Jakarta_Pusat,3,Kota Jakarta Pusat,lag1_roll7,62.2392,81.0902,6575.6282,0.3,0.9886,[1],[7],00:00:05,7
Kota_Jakarta_Pusat,4,Kota Jakarta Pusat,lag30_roll30,56.2352,81.5575,6651.6316,0.27,0.9884,"[1, 30]",[30],00:00:05,30
Kota_Jakarta_Pusat,5,Kota Jakarta Pusat,lag14_roll7,64.2564,82.827,6860.3198,0.31,0.9881,"[1, 14]",[7],00:00:05,14
Kota_Jakarta_Pusat,6,Kota Jakarta Pusat,lag30_roll7,62.4644,83.8821,7036.202,0.3,0.9878,"[1, 30]",[7],00:00:05,30
Kota_Jakarta_Pusat,7,Kota Jakarta Pusat,lag7_roll30,79.0808,107.6088,11579.6465,0.38,0.9799,"[1, 7]",[30],00:00:05,30
Kota_Jakarta_Pusat,8,Kota Jakarta Pusat,lag1,90.0202,118.983,14156.9443,0.44,0.9754,[1],[],00:00:04,1
Kota_Jakarta_Pusat,9,Kota Jakarta Pusat,lag1_roll30,89.5931,125.5688,15767.5349,0.43,0.9726,[1],[30],00:00:05,30
Kota_Jakarta_Pusat,10,Kota Jakarta Pusat,lag7,101.1109,132.9107,17665.2547,0.49,0.9693,"[1, 7]",[],00:00:05,7
Kota_Jakarta_Pusat,11,Kota Jakarta Pusat,lag7_roll7,107.4864,143.9273,20715.0724,0.52,0.964,"[1, 7]",[7],00:00:05,7
Kota_Jakarta_Pusat,12,Kota Jakarta Pusat,lag14_roll30,102.395,144.8689,20987.0051,0.49,0.9635,"[1, 14]",[30],00:00:05,30
Kota_Jambi,1,Kota Jambi,lag1,133.8958,175.2765,30721.855,0.67,0.9533,[1],[],00:00:04,1
Kota_Jambi,2,Kota Jambi,lag1_roll7,131.4332,175.7635,30892.8034,0.66,0.953,[1],[7],00:00:04,7
Kota_Jambi,3,Kota Jambi,lag14_roll7,135.925,176.6866,31218.1435,0.68,0.9525,"[1, 14]",[7],00:00:05,14
Kota_Jambi,4,Kota Jambi,lag7_roll30,142.4616,183.7698,33771.3221,0.72,0.9487,"[1, 7]",[30],00:20:30,30
Kota_Jambi,5,Kota Jambi,lag14_roll30,149.0301,187.1955,35042.1718,0.75,0.9467,"[1, 14]",[30],00:00:07,30
Kota_Jambi,6,Kota Jambi,lag1_roll30,148.403,188.3998,35494.4998,0.74,0.946,[1],[30],00:00:05,30
Kota_Jambi,7,Kota Jambi,lag7,145.7837,189.0873,35754.0033,0.74,0.9457,"[1, 7]",[],00:00:04,7
Kota_Jambi,8,Kota Jambi,lag14,129.0935,202.3131,40930.5947,0.64,0.9378,"[1, 14]",[],00:00:05,14
Kota_Jambi,9,Kota Jambi,lag7_roll7,163.3389,205.1829,42100.0349,0.83,0.936,"[1, 7]",[7],00:00:05,7
Kota_Jambi,10,Kota Jambi,lag30_roll30,188.2688,222.9896,49724.367,0.94,0.9244,"[1, 30]",[30],00:00:05,30
Kota_Jambi,11,Kota Jambi,lag30,186.4092,224.2203,50274.7234,0.93,0.9236,"[1, 30]",[],00:00:04,30
Kota_Jambi,12,Kota Jambi,lag30_roll7,188.4494,228.6567,52283.8693,0.94,0.9205,"[1, 30]",[7],00:00:05,30
Kota_Jayapura,1,Kota Jayapura,lag30_roll7,184.135,245.3775,60210.1359,0.83,0.8723,"[1, 30]",[7],00:00:05,30
Kota_Jayapura,2,Kota Jayapura,lag7,158.8593,247.6719,61341.3762,0.72,0.8699,"[1, 7]",[],00:00:04,7
Kota_Jayapura,3,Kota Jayapura,lag1,168.1537,252.2066,63608.1676,0.76,0.8651,[1],[],00:00:05,1
Kota_Jayapura,4,Kota Jayapura,lag7_roll7,181.8152,256.1575,65616.6879,0.82,0.8608,"[1, 7]",[7],00:00:04,7
Kota_Jayapura,5,Kota Jayapura,lag1_roll30,196.1195,258.2508,66693.4895,0.88,0.8586,[1],[30],00:00:04,30
Kota_Jayapura,6,Kota Jayapura,lag7_roll30,195.7383,258.4387,66790.5517,0.88,0.8584,"[1, 7]",[30],00:00:05,30
Kota_Jayapura,7,Kota Jayapura,lag14_roll30,196.1108,258.453,66797.947,0.88,0.8583,"[1, 14]",[30],00:00:05,30
Kota_Jayapura,8,Kota Jayapura,lag14,194.3421,263.8427,69612.9494,0.88,0.8524,"[1, 14]",[],00:00:05,14
Kota_Jayapura,9,Kota Jayapura,lag14_roll7,206.8385,266.2379,70882.609,0.93,0.8497,"[1, 14]",[7],00:00:05,14
Kota_Jayapura,10,Kota Jayapura,lag30,198.0295,270.5183,73180.1421,0.89,0.8448,"[1, 30]",[],00:00:04,30
Kota_Jayapura,11,Kota Jayapura,lag1_roll7,213.771,271.0111,73446.9981,0.96,0.8442,[1],[7],00:00:04,7
Kota_Jayapura,12,Kota Jayapura,lag30_roll30,205.7391,274.501,75350.7886,0.93,0.8402,"[1, 30]",[30],00:00:05,30
Kota_Kediri,1,Kota Kediri,lag1_roll7,92.2783,111.2381,12373.9048,0.47,0.9848,[1],[7],00:00:05,7
Kota_Kediri,2,Kota Kediri,lag1_roll30,123.9279,158.4033,25091.5998,0.62,0.9691,[1],[30],00:00:05,30
Kota_Kediri,3,Kota Kediri,lag7_roll30,135.5537,172.5253,29764.9626,0.68,0.9634,"[1, 7]",[30],00:00:05,30
Kota_Kediri,4,Kota Kediri,lag14_roll30,137.0081,174.5689,30474.2957,0.69,0.9625,"[1, 14]",[30],00:00:05,30
Kota_Kediri,5,Kota Kediri,lag30,127.1853,177.9785,31676.3396,0.64,0.961,"[1, 30]",[],00:00:04,30
Kota_Kediri,6,Kota Kediri,lag30_roll7,129.0786,179.7286,32302.3751,0.65,0.9603,"[1, 30]",[7],00:00:05,30
Kota_Kediri,7,Kota Kediri,lag30_roll30,131.2355,182.2426,33212.3755,0.66,0.9592,"[1, 30]",[30],00:00:04,30
Kota_Kediri,8,Kota Kediri,lag14_roll7,141.2685,195.9919,38412.812,0.71,0.9528,"[1, 14]",[7],00:00:05,14
Kota_Kediri,9,Kota Kediri,lag14,150.992,212.6442,45217.5715,0.76,0.9444,"[1, 14]",[],00:00:05,14
Kota_Kediri,10,Kota Kediri,lag7,181.6653,232.579,54093.0112,0.92,0.9335,"[1, 7]",[],00:00:05,7
Kota_Kediri,11,Kota Kediri,lag7_roll7,187.1977,237.2457,56285.5166,0.94,0.9308,"[1, 7]",[7],00:00:05,7
Kota_Kediri,12,Kota Kediri,lag1,231.0717,279.3881,78057.6838,1.17,0.904,[1],[],00:00:05,1
Kota_Kendari,1,Kota Kendari,lag1,96.7199,124.5993,15524.9805,0.48,0.9386,[1],[],00:00:04,1
Kota_Kendari,2,Kota Kendari,lag1_roll30,136.3239,166.367,27677.9871,0.67,0.8905,[1],[30],00:00:03,30
Kota_Kendari,3,Kota Kendari,lag14_roll30,144.8948,178.807,31971.9437,0.71,0.8735,"[1, 14]",[30],00:00:04,30
Kota_Kendari,4,Kota Kendari,lag7_roll30,150.4623,180.78,32681.4197,0.74,0.8707,"[1, 7]",[30],00:00:04,30
Kota_Kendari,5,Kota Kendari,lag30_roll30,229.1774,285.4725,81494.5265,1.12,0.6775,"[1, 30]",[30],00:00:04,30
Kota_Kendari,6,Kota Kendari,lag30,232.3903,288.7464,83374.4983,1.14,0.67,"[1, 30]",[],00:00:05,30
Kota_Kendari,7,Kota Kendari,lag30_roll7,242.1125,299.9546,89972.7627,1.18,0.6439,"[1, 30]",[7],00:00:04,30
Kota_Kendari,8,Kota Kendari,lag14_roll7,302.1562,369.7358,136704.5435,1.48,0.4589,"[1, 14]",[7],00:00:05,14
Kota_Kendari,9,Kota Kendari,lag14,353.0747,442.5641,195862.9829,1.72,0.2248,"[1, 14]",[],00:00:04,14
Kota_Kendari,10,Kota Kendari,lag7_roll7,552.7943,671.3083,450654.885,2.7,-0.7836,"[1, 7]",[7],00:00:05,7
Kota_Kendari,11,Kota Kendari,lag7,553.0192,671.6,451046.5343,2.7,-0.7852,"[1, 7]",[],00:00:04,7
Kota_Kendari,12,Kota Kendari,lag1_roll7,561.9387,683.6821,467421.1884,2.75,-0.85,[1],[7],00:00:05,7
Kota_Kupang,1,Kota Kupang,lag14,41.734,72.9193,5317.2242,0.21,0.9711,"[1, 14]",[],00:00:05,14
Kota_Kupang,2,Kota Kupang,lag14_roll7,41.19,73.0433,5335.3236,0.21,0.971,"[1, 14]",[7],00:00:05,14
Kota_Kupang,3,Kota Kupang,lag1_roll7,51.9961,84.4412,7130.3178,0.26,0.9612,[1],[7],00:00:05,7
Kota_Kupang,4,Kota Kupang,lag7,54.3807,86.6129,7501.7894,0.27,0.9592,"[1, 7]",[],00:00:05,7
Kota_Kupang,5,Kota Kupang,lag30_roll30,67.433,90.5282,8195.3596,0.34,0.9554,"[1, 30]",[30],00:00:05,30
Kota_Kupang,6,Kota Kupang,lag30,67.3835,94.0124,8838.3385,0.34,0.9519,"[1, 30]",[],00:00:04,30
Kota_Kupang,7,Kota Kupang,lag7_roll30,67.9031,94.637,8956.1646,0.34,0.9512,"[1, 7]",[30],00:00:05,30
Kota_Kupang,8,Kota Kupang,lag30_roll7,69.8251,94.8915,9004.3935,0.35,0.951,"[1, 30]",[7],00:00:05,30
Kota_Kupang,9,Kota Kupang,lag1_roll30,67.7145,94.9864,9022.4231,0.34,0.9509,[1],[30],00:00:05,30
Kota_Kupang,10,Kota Kupang,lag14_roll30,68.3105,95.3021,9082.4959,0.34,0.9506,"[1, 14]",[30],00:00:05,30
Kota_Kupang,11,Kota Kupang,lag7_roll7,68.5261,95.7404,9166.2306,0.34,0.9501,"[1, 7]",[7],00:00:04,7
Kota_Kupang,12,Kota Kupang,lag1,139.5819,156.085,24362.5304,0.7,0.8674,[1],[],00:00:05,1
Kota_Lhokseumawe,1,Kota Lhokseumawe,lag1_roll30,68.6131,99.2913,9858.7718,0.33,0.9877,[1],[30],00:00:05,30
Kota_Lhokseumawe,2,Kota Lhokseumawe,lag14_roll30,63.1271,99.3658,9873.554,0.3,0.9877,"[1, 14]",[30],00:00:05,30
Kota_Lhokseumawe,3,Kota Lhokseumawe,lag1_roll7,80.8901,100.7988,10160.4071,0.39,0.9873,[1],[7],00:00:05,7
Kota_Lhokseumawe,4,Kota Lhokseumawe,lag30_roll30,74.7899,100.8931,10179.4099,0.36,0.9873,"[1, 30]",[30],00:00:05,30
Kota_Lhokseumawe,5,Kota Lhokseumawe,lag7_roll30,81.944,104.4765,10915.3484,0.39,0.9864,"[1, 7]",[30],00:00:05,30
Kota_Lhokseumawe,6,Kota Lhokseumawe,lag14,84.7596,105.9615,11227.8405,0.41,0.986,"[1, 14]",[],00:00:05,14
Kota_Lhokseumawe,7,Kota Lhokseumawe,lag14_roll7,71.2932,107.0314,11455.7129,0.35,0.9857,"[1, 14]",[7],00:00:05,14
Kota_Lhokseumawe,8,Kota Lhokseumawe,lag30_roll7,83.4125,123.3556,15216.5925,0.4,0.981,"[1, 30]",[7],00:00:05,30
Kota_Lhokseumawe,9,Kota Lhokseumawe,lag7_roll7,113.0701,134.0568,17971.2177,0.54,0.9776,"[1, 7]",[7],00:00:05,7
Kota_Lhokseumawe,10,Kota Lhokseumawe,lag7,112.2746,134.3245,18043.0582,0.54,0.9775,"[1, 7]",[],00:00:05,7
Kota_Lhokseumawe,11,Kota Lhokseumawe,lag30,105.0934,135.8706,18460.8263,0.51,0.9769,"[1, 30]",[],00:00:05,30
Kota_Lhokseumawe,12,Kota Lhokseumawe,lag1,126.8082,157.0668,24669.9889,0.61,0.9692,[1],[],00:00:05,1
Kota_Madiun,1,Kota Madiun,lag14,65.8888,95.3018,9082.4326,0.33,0.98,"[1, 14]",[],00:00:05,14
Kota_Madiun,2,Kota Madiun,lag30,59.8143,97.8953,9583.4956,0.3,0.9789,"[1, 30]",[],00:00:05,30
Kota_Madiun,3,Kota Madiun,lag7,73.5783,104.8939,11002.7203,0.37,0.9757,"[1, 7]",[],00:00:06,7
Kota_Madiun,4,Kota Madiun,lag1_roll30,80.9995,108.748,11826.1336,0.41,0.9739,[1],[30],00:00:04,30
Kota_Madiun,5,Kota Madiun,lag1,67.5166,109.4819,11986.2816,0.34,0.9736,[1],[],00:00:05,1
Kota_Madiun,6,Kota Madiun,lag7_roll7,81.1424,112.4955,12655.2289,0.41,0.9721,"[1, 7]",[7],00:00:04,7
Kota_Madiun,7,Kota Madiun,lag14_roll30,86.2881,114.7556,13168.8567,0.44,0.9709,"[1, 14]",[30],00:00:05,30
Kota_Madiun,8,Kota Madiun,lag14_roll7,88.7021,119.5785,14299.0172,0.45,0.9685,"[1, 14]",[7],00:00:05,14
Kota_Madiun,9,Kota Madiun,lag30_roll30,70.0205,121.128,14671.9877,0.35,0.9676,"[1, 30]",[30],00:00:05,30
Kota_Madiun,10,Kota Madiun,lag30_roll7,78.9492,130.9193,17139.8556,0.4,0.9622,"[1, 30]",[7],00:00:05,30
Kota_Madiun,11,Kota Madiun,lag7_roll30,106.5891,138.1568,19087.2896,0.54,0.9579,"[1, 7]",[30],00:00:04,30
Kota_Madiun,12,Kota Madiun,lag1_roll7,139.3018,185.8795,34551.1845,0.7,0.9238,[1],[7],00:00:05,7
Kota_Makassar,1,Kota Makassar,lag30_roll7,39.743,104.4596,10911.806,0.21,0.9638,"[1, 30]",[7],00:00:04,30
Kota_Makassar,2,Kota Makassar,lag1_roll7,46.0956,108.6188,11798.0528,0.24,0.9608,[1],[7],00:00:05,7
Kota_Makassar,3,Kota Makassar,lag7_roll7,47.291,110.5774,12227.3637,0.25,0.9594,"[1, 7]",[7],00:00:05,7
Kota_Makassar,4,Kota Makassar,lag30_roll30,46.6109,111.6104,12456.8755,0.25,0.9586,"[1, 30]",[30],00:00:04,30
Kota_Makassar,5,Kota Makassar,lag7,50.6988,112.2471,12599.412,0.26,0.9582,"[1, 7]",[],00:00:05,7
Kota_Makassar,6,Kota Makassar,lag14_roll7,40.4899,113.2714,12830.4159,0.21,0.9574,"[1, 14]",[7],00:00:04,14
Kota_Makassar,7,Kota Makassar,lag1,54.8008,114.2656,13056.6344,0.29,0.9567,[1],[],00:00:05,1
Kota_Makassar,8,Kota Makassar,lag30,60.4586,115.7266,13392.6509,0.32,0.9555,"[1, 30]",[],00:00:04,30
Kota_Makassar,9,Kota Makassar,lag14,56.0688,116.9611,13679.8957,0.29,0.9546,"[1, 14]",[],00:00:05,14
Kota_Makassar,10,Kota Makassar,lag7_roll30,70.3536,126.2241,15932.5134,0.36,0.9471,"[1, 7]",[30],00:00:04,30
Kota_Makassar,11,Kota Makassar,lag1_roll30,72.784,128.5779,16532.2677,0.38,0.9451,[1],[30],00:00:04,30
Kota_Makassar,12,Kota Makassar,lag14_roll30,73.1603,128.7835,16585.1972,0.38,0.9449,"[1, 14]",[30],00:00:04,30
Kota_Malang,1,Kota Malang,lag1_roll30,294.4779,408.9303,167224.002,1.4,0.8955,[1],[30],00:00:05,30
Kota_Malang,2,Kota Malang,lag14_roll30,295.2644,409.8515,167978.2569,1.4,0.8951,"[1, 14]",[30],00:00:05,30
Kota_Malang,3,Kota Malang,lag7_roll30,295.2217,411.1697,169060.5536,1.4,0.8944,"[1, 7]",[30],00:00:05,30
Kota_Malang,4,Kota Malang,lag14_roll7,313.8495,419.7271,176170.8436,1.5,0.8899,"[1, 14]",[7],00:00:05,14
Kota_Malang,5,Kota Malang,lag14,311.7881,432.1187,186726.609,1.48,0.8833,"[1, 14]",[],00:00:05,14
Kota_Malang,6,Kota Malang,lag7,428.282,574.129,329624.0998,2.03,0.7941,"[1, 7]",[],00:00:04,7
Kota_Malang,7,Kota Malang,lag7_roll7,429.226,574.7538,330341.892,2.04,0.7936,"[1, 7]",[7],00:00:04,7
Kota_Malang,8,Kota Malang,lag1_roll7,430.2165,578.2794,334407.0627,2.04,0.7911,[1],[7],00:00:05,7
Kota_Malang,9,Kota Malang,lag1,442.2352,588.3467,346151.8972,2.1,0.7837,[1],[],00:00:04,1
Kota_Malang,10,Kota Malang,lag30_roll30,425.0,602.1624,362599.6029,2.01,0.7735,"[1, 30]",[30],00:00:05,30
Kota_Malang,11,Kota Malang,lag30,426.879,602.6136,363143.0948,2.02,0.7731,"[1, 30]",[],00:00:04,30
Kota_Malang,12,Kota Malang,lag30_roll7,464.5569,648.6453,420740.6718,2.2,0.7371,"[1, 30]",[7],00:00:04,30
Kota_Maluku,1,Kota Maluku,lag1,39.8732,84.1051,7073.6736,0.19,0.9892,[1],[],00:00:10,1
Kota_Maluku,2,Kota Maluku,lag14_roll7,71.6414,99.3061,9861.6936,0.33,0.985,"[1, 14]",[7],00:00:04,14
Kota_Maluku,3,Kota Maluku,lag7_roll7,68.4976,102.7374,10554.9655,0.32,0.9839,"[1, 7]",[7],00:00:04,7
Kota_Maluku,4,Kota Maluku,lag7,73.8989,107.7408,11608.0885,0.35,0.9823,"[1, 7]",[],00:00:04,7
Kota_Maluku,5,Kota Maluku,lag14,221.5083,241.1869,58171.1295,1.03,0.9113,"[1, 14]",[],00:00:04,14
Kota_Maluku,6,Kota Maluku,lag7_roll30,347.6893,473.8191,224504.536,1.59,0.6579,"[1, 7]",[30],00:00:04,30
Kota_Maluku,7,Kota Maluku,lag30_roll30,384.9473,521.9931,272476.8197,1.76,0.5847,"[1, 30]",[30],00:00:04,30
Kota_Maluku,8,Kota Maluku,lag14_roll30,413.9367,565.0315,319260.5951,1.89,0.5134,"[1, 14]",[30],00:00:05,30
Kota_Maluku,9,Kota Maluku,lag1_roll30,415.1165,567.2495,321771.975,1.9,0.5096,[1],[30],00:00:04,30
Kota_Maluku,10,Kota Maluku,lag30,415.2214,570.0965,325010.0019,1.9,0.5047,"[1, 30]",[],00:00:04,30
Kota_Maluku,11,Kota Maluku,lag30_roll7,433.0429,594.3122,353206.9621,1.98,0.4617,"[1, 30]",[7],00:00:04,30
Kota_Maluku,12,Kota Maluku,lag1_roll7,652.3363,912.2674,832231.7341,2.97,-0.2683,[1],[7],00:00:04,7
Kota_Mamuju,1,Kota Mamuju,lag30_roll7,95.1161,172.5661,29779.0652,0.48,0.9569,"[1, 30]",[7],00:00:05,30
Kota_Mamuju,2,Kota Mamuju,lag7_roll30,92.2114,174.9441,30605.4503,0.47,0.9557,"[1, 7]",[30],00:00:05,30
Kota_Mamuju,3,Kota Mamuju,lag14_roll30,92.7842,175.4403,30779.31,0.47,0.9554,"[1, 14]",[30],00:00:05,30
Kota_Mamuju,4,Kota Mamuju,lag1_roll7,88.8012,176.6866,31218.1529,0.45,0.9548,[1],[7],00:00:04,7
Kota_Mamuju,5,Kota Mamuju,lag14,97.4605,181.4002,32906.0259,0.49,0.9524,"[1, 14]",[],00:00:06,14
Kota_Mamuju,6,Kota Mamuju,lag30,100.5476,181.7138,33019.9028,0.51,0.9522,"[1, 30]",[],00:00:05,30
Kota_Mamuju,7,Kota Mamuju,lag7_roll7,103.8773,181.8006,33051.4637,0.52,0.9521,"[1, 7]",[7],00:00:05,7
Kota_Mamuju,8,Kota Mamuju,lag30_roll30,100.6744,182.1854,33191.5188,0.51,0.9519,"[1, 30]",[30],00:00:04,30
Kota_Mamuju,9,Kota Mamuju,lag14_roll7,97.346,183.042,33504.3706,0.49,0.9515,"[1, 14]",[7],00:00:05,14
Kota_Mamuju,10,Kota Mamuju,lag7,106.9705,187.6871,35226.4544,0.54,0.949,"[1, 7]",[],00:00:04,7
Kota_Mamuju,11,Kota Mamuju,lag1_roll30,112.1373,197.3943,38964.5146,0.56,0.9436,[1],[30],00:00:06,30
Kota_Mamuju,12,Kota Mamuju,lag1,115.8446,198.5947,39439.8448,0.58,0.9429,[1],[],00:00:04,1
Kota_Manado,1,Kota Manado,lag14_roll30,38.6315,75.0073,5626.1018,0.22,0.961,"[1, 14]",[30],00:00:05,30
Kota_Manado,2,Kota Manado,lag1_roll30,38.4027,75.0538,5633.0671,0.21,0.9609,[1],[30],00:00:05,30
Kota_Manado,3,Kota Manado,lag7_roll30,39.9375,75.5244,5703.9356,0.22,0.9604,"[1, 7]",[30],00:00:05,30
Kota_Manado,4,Kota Manado,lag14,43.4004,77.3945,5989.9126,0.24,0.9584,"[1, 14]",[],00:00:04,14
Kota_Manado,5,Kota Manado,lag14_roll7,44.5299,78.0904,6098.1154,0.25,0.9577,"[1, 14]",[7],00:00:05,14
Kota_Manado,6,Kota Manado,lag7,44.369,78.6445,6184.9598,0.25,0.9571,"[1, 7]",[],00:00:04,7
Kota_Manado,7,Kota Manado,lag30,44.6893,79.6599,6345.7047,0.25,0.956,"[1, 30]",[],00:00:04,30
Kota_Manado,8,Kota Manado,lag30_roll30,50.2236,81.4775,6638.5892,0.28,0.9539,"[1, 30]",[30],00:00:05,30
Kota_Manado,9,Kota Manado,lag30_roll7,52.8098,82.7155,6841.8522,0.29,0.9525,"[1, 30]",[7],00:00:05,30
Kota_Manado,10,Kota Manado,lag1,42.9048,83.2023,6922.6157,0.24,0.952,[1],[],00:00:05,1
Kota_Manado,11,Kota Manado,lag7_roll7,56.7242,88.1385,7768.3953,0.31,0.9461,"[1, 7]",[7],00:00:04,7
Kota_Manado,12,Kota Manado,lag1_roll7,57.4854,88.9484,7911.8221,0.32,0.9451,[1],[7],00:00:04,7
Kota_Mataram,1,Kota Mataram,lag14_roll7,61.5119,126.9317,16111.6652,0.29,0.8933,"[1, 14]",[7],00:00:05,14
Kota_Mataram,2,Kota Mataram,lag1,62.7386,127.3302,16212.987,0.29,0.8927,[1],[],00:00:05,1
Kota_Mataram,3,Kota Mataram,lag1_roll30,63.9065,128.7447,16575.1875,0.3,0.8903,[1],[30],00:00:05,30
Kota_Mataram,4,Kota Mataram,lag14_roll30,64.3279,128.8154,16593.4045,0.3,0.8902,"[1, 14]",[30],00:00:05,30
Kota_Mataram,5,Kota Mataram,lag7_roll30,64.6457,128.9346,16624.1349,0.3,0.89,"[1, 7]",[30],00:00:05,30
Kota_Mataram,6,Kota Mataram,lag30_roll7,60.7821,129.3879,16741.217,0.28,0.8892,"[1, 30]",[7],00:00:05,30
Kota_Mataram,7,Kota Mataram,lag30,64.7966,131.824,17377.5671,0.3,0.885,"[1, 30]",[],00:00:05,30
Kota_Mataram,8,Kota Mataram,lag1_roll7,87.4901,140.6799,19790.8369,0.41,0.869,[1],[7],00:00:05,7
Kota_Mataram,9,Kota Mataram,lag14,88.6641,143.432,20572.7503,0.41,0.8638,"[1, 14]",[],00:00:04,14
Kota_Mataram,10,Kota Mataram,lag30_roll30,91.5204,149.3897,22317.2694,0.43,0.8523,"[1, 30]",[30],00:00:05,30
Kota_Mataram,11,Kota Mataram,lag7_roll7,100.5065,152.4363,23236.8207,0.47,0.8462,"[1, 7]",[7],00:00:05,7
Kota_Mataram,12,Kota Mataram,lag7,101.0289,153.0699,23430.3939,0.47,0.8449,"[1, 7]",[],00:00:05,7
Kota_Maumere,1,Kota Maumere,lag14_roll30,29.4354,79.4812,6317.2649,0.13,0.9549,"[1, 14]",[30],00:00:05,30
Kota_Maumere,2,Kota Maumere,lag7_roll30,33.6351,80.0049,6400.7846,0.15,0.9543,"[1, 7]",[30],00:00:05,30
Kota_Maumere,3,Kota Maumere,lag1_roll30,32.8824,80.0373,6405.9719,0.15,0.9542,[1],[30],00:00:04,30
Kota_Maumere,4,Kota Maumere,lag14,35.815,83.1206,6909.0346,0.16,0.9507,"[1, 14]",[],00:00:04,14
Kota_Maumere,5,Kota Maumere,lag30_roll30,54.1637,86.3187,7450.9124,0.24,0.9468,"[1, 30]",[30],00:00:05,30
Kota_Maumere,6,Kota Maumere,lag14_roll7,42.622,87.8736,7721.7774,0.19,0.9448,"[1, 14]",[7],00:00:04,14
Kota_Maumere,7,Kota Maumere,lag7,42.2336,88.0923,7760.249,0.19,0.9446,"[1, 7]",[],00:00:04,7
Kota_Maumere,8,Kota Maumere,lag7_roll7,42.0067,89.3747,7987.834,0.19,0.9429,"[1, 7]",[7],00:00:05,7
Kota_Maumere,9,Kota Maumere,lag30_roll7,60.6666,93.7983,8798.1277,0.27,0.9372,"[1, 30]",[7],00:00:04,30
Kota_Maumere,10,Kota Maumere,lag1_roll7,59.1839,94.2478,8882.646,0.27,0.9366,[1],[7],00:00:05,7
Kota_Maumere,11,Kota Maumere,lag1,49.4511,94.5986,8948.9037,0.22,0.9361,[1],[],00:00:05,1
Kota_Maumere,12,Kota Maumere,lag30,62.5337,95.3472,9091.0866,0.28,0.9351,"[1, 30]",[],00:00:05,30
Kota_Medan,1,Kota Medan,lag30_roll7,122.163,167.2506,27972.7471,0.62,0.9338,"[1, 30]",[7],00:00:05,30
Kota_Medan,2,Kota Medan,lag30,129.9699,175.0689,30649.1363,0.66,0.9275,"[1, 30]",[],00:00:04,30
Kota_Medan,3,Kota Medan,lag30_roll30,129.9302,175.1389,30673.6353,0.66,0.9274,"[1, 30]",[30],00:00:05,30
Kota_Medan,4,Kota Medan,lag14,178.2554,237.9607,56625.3125,0.9,0.866,"[1, 14]",[],00:00:05,14
Kota_Medan,5,Kota Medan,lag7_roll7,182.9423,240.5732,57875.4465,0.93,0.8631,"[1, 7]",[7],00:00:05,7
Kota_Medan,6,Kota Medan,lag7,183.4765,241.5329,58338.1504,0.93,0.862,"[1, 7]",[],00:00:05,7
Kota_Medan,7,Kota Medan,lag1_roll7,190.9944,246.799,60909.7653,0.97,0.8559,[1],[7],00:00:05,7
Kota_Medan,8,Kota Medan,lag14_roll7,189.9188,251.3037,63153.5627,0.96,0.8506,"[1, 14]",[7],00:00:05,14
Kota_Medan,9,Kota Medan,lag1_roll30,195.5137,257.2389,66171.8317,0.99,0.8435,[1],[30],00:00:04,30
